Site;Year;Month;Day;Date;Precip;Wsmean;Tmean;Rhumean;Rhumin;Sunhour;Tmin;Tmax
50353;2018;2;9;2018/2/9;0.4;3.9;-19.2;73;59;3.4;-20.9;-17.2
50353;2018;2;10;2018/2/10;0.4;2.5;-22.1;67;52;7.2;-26.8;-18.1
50353;2018;2;11;2018/2/11;0.2;1.9;-26.4;67;56;3.9;-35.5;-18.6
50353;2018;2;12;2018/2/12;0.2;1.9;-26.8;64;41;8;-36;-16.2
50353;2018;2;13;2018/2/13;0;1.3;-23.3;63;42;5.6;-33.8;-11.6
50353;2018;2;14;2018/2/14;0;3;-19.3;58;37;8.7;-31;-9.7
50353;2018;2;15;2018/2/15;0;1.7;-21.8;55;33;8.7;-30;-11
50353;2018;2;16;2018/2/16;0;3.5;-19.5;50;39;8.7;-27.6;-14.7
50353;2018;2;17;2018/2/17;0;1.8;-20.1;55;39;8.9;-28.1;-12.6
50353;2018;2;18;2018/2/18;0;1.8;-21.7;57;35;8.8;-33.2;-10.4
50353;2018;2;19;2018/2/19;0;5.2;-17.3;41;29;8.6;-21.1;-12.9
50353;2018;2;20;2018/2/20;0;2.4;-19;45;30;9.2;-24.5;-11.7
50353;2018;2;21;2018/2/21;0;1.1;-24.2;60;33;8.4;-34.2;-12.3
50353;2018;2;22;2018/2/22;0;1.8;-26.1;64;36;8.4;-35.3;-13.9
50353;2018;2;23;2018/2/23;0;1.3;-26.4;62;36;9.3;-36.4;-14.3
50353;2018;2;24;2018/2/24;0;1;-26.6;60;32;9.5;-35.9;-12.8
50353;2018;2;25;2018/2/25;0;0.8;-26.2;62;33;9.4;-35.8;-11.1
50353;2018;2;26;2018/2/26;0;1.2;-23.9;62;29;9;-34.4;-10
50353;2018;2;27;2018/2/27;0;0.8;-22.3;63;36;8.9;-32.7;-7.4
50353;2018;2;28;2018/2/28;0;1.6;-19.6;67;43;8;-30.2;-7.7
50353;2018;3;1;2018/3/1;0;4.3;-15.6;58;37;8.4;-21.7;-8.9
50353;2018;3;2;2018/3/2;0;1.2;-20.3;58;29;8.1;-31.6;-9.1
50353;2018;3;3;2018/3/3;0;2.5;-20.2;59;37;4.8;-32.3;-11.1
50353;2018;3;4;2018/3/4;0;2.8;-15.5;45;25;8.7;-20.3;-8.8
50353;2018;3;5;2018/3/5;0;6.1;-15.6;40;31;9.6;-21;-11.9
50353;2018;3;6;2018/3/6;0;4.3;-17.5;41;24;10;-24.6;-10.2
50353;2018;3;7;2018/3/7;0;1.8;-22.8;55;24;10.4;-32.3;-9.7
50353;2018;3;8;2018/3/8;0;1.3;-22.3;54;19;9.5;-33.3;-8.9
50353;2018;3;9;2018/3/9;0;1;-21.1;54;20;10.3;-32.1;-7.3
50353;2018;3;10;2018/3/10;0;1.4;-19.3;55;20;10.4;-30.9;-4.6
50353;2018;3;11;2018/3/11;0;2.9;-11.1;47;26;9.8;-27.5;-0.3
50353;2018;3;12;2018/3/12;2.3;2.5;-8.8;71;51;2.1;-12.9;-2.7
50353;2018;3;13;2018/3/13;0;0.8;-14.4;67;34;8.4;-25.3;-0.6
50353;2018;3;14;2018/3/14;0;5.4;-11.8;46;25;9.2;-17.6;-6
50353;2018;3;15;2018/3/15;0;4.2;-15.2;43;23;10.5;-20.5;-6.9
50353;2018;3;16;2018/3/16;0;1.1;-15.6;53;19;10.4;-27.8;-1.5
50353;2018;3;17;2018/3/17;0;1.9;-8.6;60;25;7.3;-22.2;4.1
50353;2018;3;18;2018/3/18;0;8.6;-7.4;45;22;9.7;-12.3;-3.7
50353;2018;3;19;2018/3/19;0;6.3;-11.5;37;26;10.8;-14.8;-5.2
50353;2018;3;20;2018/3/20;0;3.8;-7.1;44;14;11.1;-21.4;6.7
50353;2018;3;21;2018/3/21;0;2.5;2.3;42;17;11;-6.7;13.1
50353;2018;3;22;2018/3/22;0;1.1;0.5;62;35;3.4;-9;9.2
50353;2018;3;23;2018/3/23;0;3.4;1.4;60;25;8.5;-1.7;7.6
50353;2018;3;24;2018/3/24;0;3.6;2;44;18;11;-7.5;8.3
50353;2018;3;25;2018/3/25;2.1;4.2;3;61;32;6.1;-2.4;10.6
50353;2018;3;26;2018/3/26;0;6.1;9.2;47;13;5.3;-4.7;19.1
50353;2018;3;27;2018/3/27;0.6;4;4.5;49;17;4.2;-4;12.3
50353;2018;3;28;2018/3/28;0.6;8.9;0;38;17;11.4;-2.9;3.8
50353;2018;3;29;2018/3/29;0;3.1;-1.1;34;14;11.7;-9.3;8.1
50353;2018;3;30;2018/3/30;0;5.8;2.1;32;15;9.3;-6.2;8.7
50353;2018;3;31;2018/3/31;0;2.8;-1.7;36;11;7;-13.5;6.9
50353;2018;4;1;2018/4/1;0;5;7.5;45;23;6;-4.7;14.1
50353;2018;4;2;2018/4/2;0;7.7;2.5;37;21;8.1;-2.5;10.7
50353;2018;4;3;2018/4/3;0;9.2;-3.2;20;7;11.1;-6.7;1.6
50353;2018;4;4;2018/4/4;0;8.6;-5.1;20;10;11.7;-10;0.5
50353;2018;4;5;2018/4/5;0;8.3;-2;18;10;12;-8.1;3.5
50353;2018;4;6;2018/4/6;0;7.2;-0.9;22;15;11.6;-6.4;4.9
50353;2018;4;7;2018/4/7;0;5.9;-0.8;37;25;4;-4.7;2.5
50353;2018;4;8;2018/4/8;0;5.4;-0.4;53;21;8.3;-6.5;6.9
50353;2018;4;9;2018/4/9;0;2.8;-0.4;39;10;11.7;-12.5;12.9
50353;2018;4;10;2018/4/10;0;2.9;5.9;32;10;8.1;-7.6;16.5
50353;2018;4;11;2018/4/11;0;3.7;6.1;33;22;0;0.3;10.9
50353;2018;4;12;2018/4/12;0;4.5;2.9;29;12;8.7;-1.4;8.8
50353;2018;4;13;2018/4/13;0;3.6;2.9;25;10;10.8;-3.4;9.1
50353;2018;4;14;2018/4/14;0;4;1.2;31;8;9.5;-8.7;11.6
50353;2018;4;15;2018/4/15;0;2;1.8;28;5;12.4;-11.3;13.5
50353;2018;4;16;2018/4/16;0;3.3;6.7;24;6;11.1;-9.9;18.9
50353;2018;4;17;2018/4/17;0;4.8;8.1;27;12;9;-0.7;14.5
50353;2018;4;18;2018/4/18;0;1.6;3.7;29;10;10.9;-8.7;14.1
50353;2018;4;19;2018/4/19;0;4.6;8.8;26;8;11.4;-5.6;21.6
50353;2018;4;20;2018/4/20;0;3.3;2.9;77;22;1.8;0;9.2
50353;2018;4;21;2018/4/21;0;6.7;4.6;32;11;13;0.1;11.2
50353;2018;4;22;2018/4/22;0;2.3;2.5;39;11;12.9;-9.1;14.3
50353;2018;4;23;2018/4/23;0;2.2;9.4;29;5;10.1;-6.1;25.3
50353;2018;4;24;2018/4/24;0;2;15.4;17;6;11.9;5.6;26
50353;2018;4;25;2018/4/25;0.7;7.7;11.3;42;11;7.5;1.1;24.7
50353;2018;4;26;2018/4/26;1.2;9.4;3.6;30;10;13.2;0.9;8.6
50353;2018;4;27;2018/4/27;0;2.3;3.7;34;10;9.9;-8.8;16.2
50353;2018;4;28;2018/4/28;0;4.7;9.3;32;9;10.3;-5.7;22.4
50353;2018;4;29;2018/4/29;0;8.2;9.1;29;8;8.5;4.7;15.3
50353;2018;4;30;2018/4/30;0;4.5;3.9;25;9;13;-4.7;12.7
50353;2018;5;1;2018/5/1;0;1.8;2.8;37;12;10;-9.2;14.4
50353;2018;5;2;2018/5/2;0;2.1;5.3;33;10;12.5;-5.8;16.2
50353;2018;5;3;2018/5/3;0;1.2;6.8;29;8;13.2;-7.5;19.5
50353;2018;5;4;2018/5/4;0;2.1;9.3;27;4;11.7;-5.7;21
50353;2018;5;5;2018/5/5;0.2;4.6;10.9;39;17;7.3;0.6;19.3
50353;2018;5;6;2018/5/6;6.1;3.3;7.6;82;61;3.1;6.6;10.7
50353;2018;5;7;2018/5/7;0;3.7;8.6;63;28;4.2;5;16.3
50353;2018;5;8;2018/5/8;0;1.7;10.6;45;11;12.5;-2.6;22.7
50353;2018;5;9;2018/5/9;0;5.3;16.1;28;8;12.9;-0.6;27
50353;2018;5;10;2018/5/10;2.1;3.4;12.7;58;19;5.5;7.4;21.5
50353;2018;5;11;2018/5/11;0;3.8;13.1;40;9;12.3;2.9;21.5
50353;2018;5;12;2018/5/12;0;4.3;12.4;32;16;8.7;4.4;18.3
50353;2018;5;13;2018/5/13;0;2.4;8.9;31;11;13.1;-5;18.6
50353;2018;5;14;2018/5/14;0.8;4.6;14;43;19;4.4;10.1;22.8
50353;2018;5;15;2018/5/15;0;2;12.1;45;23;9.8;0.5;18.8
50353;2018;5;16;2018/5/16;0;3.9;13.6;37;15;9.8;6.4;20.8
50353;2018;5;17;2018/5/17;0;2.2;12.6;38;10;11;-1.6;24.9
50353;2018;5;18;2018/5/18;0;4.6;16.9;30;3;11.5;4.9;27.4
50353;2018;5;19;2018/5/19;0;5.2;18.1;29;12;8.9;-0.4;30.7
50353;2018;5;20;2018/5/20;0;6;20.5;38;16;6;13.8;26
50353;2018;5;21;2018/5/21;0;2.2;17.3;53;26;13.1;4.3;27
50353;2018;5;22;2018/5/22;0.5;6.6;14.6;49;19;5.5;5.7;26
50353;2018;5;23;2018/5/23;0.6;3;8.5;52;17;8.5;2.9;16.4
50353;2018;5;24;2018/5/24;0;4.7;8.9;56;26;6.7;-2.6;16.8
50353;2018;5;25;2018/5/25;3.1;2.4;9.1;75;42;2.3;0;16.8
50353;2018;5;26;2018/5/26;0;4.6;12;64;27;7.8;5.7;21
50353;2018;5;27;2018/5/27;0;1.4;14.5;53;19;13.3;1.9;24.9
50353;2018;5;28;2018/5/28;0;1.8;16.8;43;15;13.7;3.1;28.2
50353;2018;5;29;2018/5/29;0;2.5;19.8;36;11;13.8;5.2;31.5
50353;2018;5;30;2018/5/30;0;5.1;21.3;27;6;13.5;11.6;29.4
50353;2018;5;31;2018/5/31;0;2.9;20.5;35;12;12.8;3.5;33.6
50353;2018;6;1;2018/6/1;0;3.5;23.6;46;24;8.9;15.7;33.1
50353;2018;6;2;2018/6/2;0;1.9;22;56;27;13.4;10.3;32.5
50353;2018;6;3;2018/6/3;0;3.6;25;49;20;10.9;13.9;35.3
50353;2018;6;4;2018/6/4;1.7;4.9;18;62;31;8.6;14.9;26
50353;2018;6;5;2018/6/5;1.9;2.7;16.1;79;49;4.6;6.9;23.1
50353;2018;6;6;2018/6/6;0;4.1;19.2;58;17;12.6;13.6;27.5
50353;2018;6;7;2018/6/7;0;2.7;18.3;57;26;13.8;10.3;25.5
50353;2018;6;8;2018/6/8;0.5;2.9;14.5;80;46;0;13.7;19.4
50353;2018;6;9;2018/6/9;0.4;2.8;15.1;62;39;0;12.1;18.9
50353;2018;6;10;2018/6/10;0.2;2.3;14.1;75;40;4.17;4.6;21.8
50353;2018;6;11;2018/6/11;0.3;2.4;14.4;82;52;5;7.9;21.3
50353;2018;6;12;2018/6/12;0;1.7;16;70;44;6.3;6.8;23
50353;2018;6;13;2018/6/13;1.1;3.1;15.6;75;45;6.6;10.9;21.1
50353;2018;6;14;2018/6/14;10.7;3.2;13.8;79;63;0.2;10.9;16.7
50353;2018;6;15;2018/6/15;0;2.1;13.7;80;51;5.2;7.3;20.1
50353;2018;6;16;2018/6/16;24.8;4.3;13.8;92;74;0;13;17.1
50353;2018;6;17;2018/6/17;0;6;15.8;75;53;5.8;11.7;20.1
50353;2018;6;18;2018/6/18;0;2;18.2;67;37;12.5;8.3;25.3
50353;2018;6;19;2018/6/19;0;3.4;17.4;64;43;8.8;12.2;22.1
50353;2018;6;20;2018/6/20;2.3;2;16.2;71;42;9.7;7.1;23.9
50353;2018;6;21;2018/6/21;0;1.6;17.8;69;35;10.3;7.2;26
50353;2018;6;22;2018/6/22;1;4.9;16.9;71;36;11.6;10.9;24.4
50353;2018;6;23;2018/6/23;0;2.6;17.4;65;39;14.1;9.2;24.5
50353;2018;6;24;2018/6/24;0;1.9;18;60;36;13.1;7.3;25.9
50353;2018;6;25;2018/6/25;0.3;3;16.4;79;58;5.4;8.8;22.4
50353;2018;6;26;2018/6/26;1.7;2.2;15.5;85;79;0;14;16.9
50353;2018;6;27;2018/6/27;2.5;2.6;18.4;78;49;7.2;13.4;25.7
50353;2018;6;28;2018/6/28;0.3;0.9;18.4;81;41;6.1;11.6;26.5
50353;2018;6;29;2018/6/29;3.3;2.2;18.6;88;71;3.1;15.9;22
50353;2018;6;30;2018/6/30;1.4;2.2;20;81;51;6.1;15.7;26.2
50353;2018;7;1;2018/7/1;0.2;1.4;21.2;73;44;12.2;10.7;29.2
50353;2018;7;2;2018/7/2;6.6;1.8;22.7;81;56;3.7;18.1;27.6
50353;2018;7;3;2018/7/3;0;2;24.6;73;47;12.4;17;30.5
50353;2018;7;4;2018/7/4;0;3.3;23.4;68;43;13.3;16.7;28.4
50353;2018;7;5;2018/7/5;0;2.9;21;63;41;14;12.1;27.3
50353;2018;7;6;2018/7/6;0;2.7;20.2;62;37;12.9;10.7;27
50353;2018;7;7;2018/7/7;0;2.9;19.3;61;36;13.4;8.8;26.4
50353;2018;7;8;2018/7/8;2.6;3.9;18.6;70;43;3.1;10.4;24.3
50353;2018;7;9;2018/7/9;50.3;3.4;17.4;92;85;0;15.9;19.3
50353;2018;7;10;2018/7/10;1.1;2.2;16.9;83;42;12.2;12.5;25.3
50353;2018;7;11;2018/7/11;0;1.8;20.3;68;41;13.2;10.5;26.6
50353;2018;7;12;2018/7/12;14.2;2.4;18.8;90;65;0;14.8;22.5
50353;2018;7;13;2018/7/13;3.8;3.2;20.5;85;52;5.3;15.6;26.7
50353;2018;7;14;2018/7/14;0;3;21.9;72;54;7.4;17.1;27.1
50353;2018;7;15;2018/7/15;0;2.2;20.6;79;54;10;14.2;25.8
50353;2018;7;16;2018/7/16;0;2.3;20.5;81;53;10.8;14.5;26.8
50353;2018;7;17;2018/7/17;2.8;1.2;20.4;89;74;1.3;16.7;25.7
50353;2018;7;18;2018/7/18;0;1.6;22.9;86;67;3.5;19.9;27.6
50353;2018;7;19;2018/7/19;31.6;2.6;22;86;67;5.2;18.6;27
50353;2018;7;20;2018/7/20;0;2.9;20.1;81;62;2.4;18.2;24
50353;2018;7;21;2018/7/21;0;1.6;19.3;72;48;2.5;13.6;25.4
50353;2018;7;22;2018/7/22;18.2;2.8;22.6;75;47;6.5;17.6;30.3
50353;2018;7;23;2018/7/23;0;1.7;22.6;76;51;11.4;16.2;28.6
50353;2018;7;24;2018/7/24;0;3.1;20.1;77;59;3.5;17;23.2
50353;2018;7;25;2018/7/25;0;3.6;20.2;75;47;13.3;16;26.8
50353;2018;7;26;2018/7/26;0;1.8;19.4;70;27;12.8;9.9;29.7
50353;2018;7;27;2018/7/27;0;1.7;22.4;72;47;13.3;12.4;31.8
50353;2018;7;28;2018/7/28;0;2.7;24.4;71;53;9;17.1;31
50353;2018;7;29;2018/7/29;42.6;1.7;19.7;87;76;0;18.4;23.5
50353;2018;7;30;2018/7/30;0;2.6;19.2;68;37;12.6;12.6;25.8
50353;2018;7;31;2018/7/31;1.9;4.2;19.1;71;46;7.4;13.6;24.3
50353;2018;8;1;2018/8/1;0.1;3;19.9;59;25;13.5;12.7;25.7
50353;2018;8;2;2018/8/2;0;1.6;20.6;61;33;10.9;15.2;27.4
50353;2018;8;3;2018/8/3;0;1.2;16.5;64;36;0;13.9;20.6
50353;2018;8;4;2018/8/4;0;1.9;18.4;60;23;13.7;13.4;24.8
50353;2018;8;5;2018/8/5;0;1.8;18.8;61;24;10.2;11.1;27.5
50353;2018;8;6;2018/8/6;0;1.9;18.7;58;27;10.3;10.6;26
50353;2018;8;7;2018/8/7;0;1.4;20.2;60;38;2.8;14.4;26.2
50353;2018;8;8;2018/8/8;12.3;2.2;19.4;71;48;4.6;17.4;25.2
50353;2018;8;9;2018/8/9;1.7;1.3;19.9;66;41;3.3;16.6;24.1
50353;2018;8;10;2018/8/10;0.1;3.8;18.5;61;30;6.2;15.8;23.6
50353;2018;8;11;2018/8/11;0;3.8;15.6;52;17;12.8;9.2;23
50353;2018;8;12;2018/8/12;0.8;1.1;15.8;59;33;10.3;7.9;24.8
50353;2018;8;13;2018/8/13;0;1.9;17.7;60;31;10.5;9.1;26
50353;2018;8;14;2018/8/14;34.6;1.2;17.6;74;38;5.6;12.9;24.2
50353;2018;8;15;2018/8/15;0.3;1.9;17.3;64;28;10.3;11.4;25.2
50353;2018;8;16;2018/8/16;0;2.7;16.9;65;25;11.6;8.3;26.4
50353;2018;8;17;2018/8/17;4.9;3.7;16.2;70;45;2.1;10.5;22.8
50353;2018;8;18;2018/8/18;0.2;2.7;18;68;46;4.6;15.2;23.4
50353;2018;8;19;2018/8/19;0.3;1.3;16.3;71;32;9.3;11.4;24.8
50353;2018;8;20;2018/8/20;7.5;2;16.2;75;46;6.8;11;22.7
50353;2018;8;21;2018/8/21;10.8;1.8;17;82;72;0;14.9;19.4
50353;2018;8;22;2018/8/22;0.8;3.1;18.6;64;38;9.4;14.9;24.7
50353;2018;8;23;2018/8/23;0;1.6;18.6;63;29;12.9;9.8;28.1
50353;2018;8;24;2018/8/24;0;2.2;18.8;67;27;12.2;10.2;29.4
50353;2018;8;25;2018/8/25;0;1.2;18.9;73;43;0;12.3;26
50353;2018;8;26;2018/8/26;0;1.4;19.5;71;37;10.9;13.3;27.2
50353;2018;8;27;2018/8/27;0;1.6;18.9;69;30;9.9;12.2;28.2
50353;2018;8;28;2018/8/28;0.2;3.1;19.3;72;50;3;16.1;23.7
50353;2018;8;29;2018/8/29;5.9;3.1;16.6;78;34;1.9;14.1;21.1
50353;2018;8;30;2018/8/30;0;2.9;16.9;60;24;11.2;10.8;25
50353;2018;8;31;2018/8/31;0.1;1.3;14.7;64;18;10.5;8.5;25.5
50353;2018;9;1;2018/9/1;0;2.7;17.5;59;32;11.4;7.5;25.9
50353;2018;9;2;2018/9/2;0;2.6;17.3;67;25;7.2;9.8;25.6
50353;2018;9;3;2018/9/3;4.7;3.6;16.7;70;54;0;15.3;17.9
50353;2018;9;4;2018/9/4;1.9;2.4;17;71;60;0;15.7;18.9
50353;2018;9;5;2018/9/5;1;6.5;14.4;68;51;1;12.7;16.7
50353;2018;9;6;2018/9/6;0;6;10.4;47;32;4.2;7.5;14.2
50353;2018;9;7;2018/9/7;2.8;5.6;9.7;44;22;7.9;3.6;15.5
50353;2018;9;8;2018/9/8;0;7.8;6.5;25;9;2.2;3.3;11
50353;2018;9;9;2018/9/9;0;5.5;5.6;31;3;12;0.3;13.2
50353;2018;9;10;2018/9/10;0;2.1;8.3;43;3;11.5;-4.4;20.5
50353;2018;9;11;2018/9/11;0;2.9;14.9;57;32;10.4;7.7;23.7
50353;2018;9;12;2018/9/12;0;2.9;15.3;71;54;2.7;10.7;19.4
50353;2018;9;13;2018/9/13;0;2.8;13.8;64;23;6.3;6.3;22.3
50353;2018;9;14;2018/9/14;0;1.8;14;58;26;10.8;3.6;22.8
50353;2018;9;15;2018/9/15;8.6;4.6;10.1;60;19;6.8;6;15.3
50353;2018;9;16;2018/9/16;0.1;3.1;8.8;59;40;3.6;3.7;12.9
50353;2018;9;17;2018/9/17;0;6.1;12;43;21;10.8;3.9;18.6
50353;2018;9;18;2018/9/18;0;4.2;10.3;46;16;11.7;0.4;19.4
50353;2018;9;19;2018/9/19;0;1.3;8.1;57;14;10.9;-1.7;20.6
50353;2018;9;20;2018/9/20;0;1.5;12;56;20;10.3;2.6;22.4
50353;2018;9;21;2018/9/21;0;4.1;14.4;51;27;6.7;8.6;21
50353;2018;9;22;2018/9/22;9.9;4.7;11.1;70;44;0;9.3;15.3
50353;2018;9;23;2018/9/23;0.4;3.3;9.8;73;61;0;8.2;11.8
50353;2018;9;24;2018/9/24;0;2.3;8.2;59;19;9.2;-1.3;18
50353;2018;9;25;2018/9/25;0;2.3;9;51;12;10.9;0.7;17.6
50353;2018;9;26;2018/9/26;0;2.3;8.6;54;9;11;-2.6;22.9
50353;2018;9;27;2018/9/27;0;2.4;10.1;49;10;11;0.6;22.8
50353;2018;9;28;2018/9/28;0;1.4;8.9;52;12;10.2;-0.9;21.7
50353;2018;9;29;2018/9/29;0;2.3;10.1;48;11;10.3;-1.8;21.8
50353;2018;9;30;2018/9/30;0;5.6;8.6;40;17;10.4;3.3;15.1
50353;2018;10;1;2018/10/1;0;2.5;9.5;43;15;9.3;-1.7;19.4
50353;2018;10;2;2018/10/2;2.1;5.3;9.1;50;17;7.1;5.7;14.9
50353;2018;10;3;2018/10/3;0;1.4;7.1;41;6;10.4;-2.9;19.5
50353;2018;10;4;2018/10/4;0;3.3;13.6;36;3;10.3;-0.4;26.1
50353;2018;10;5;2018/10/5;0;3.4;15.9;34;7;9.9;2;25.6
50353;2018;10;6;2018/10/6;0;3;7.7;48;1;1.6;-0.3;15
50353;2018;10;7;2018/10/7;0;1.2;2.6;55;23;6.4;-5.2;12.5
50353;2018;10;8;2018/10/8;1.2;2.7;2.9;79;46;2.7;-4.7;10.2
50353;2018;10;9;2018/10/9;0.7;3.9;3.5;81;71;0.4;1.6;5.6
50353;2018;10;10;2018/10/10;0;2.2;4.3;55;32;9.9;-1.9;10.7
50353;2018;10;11;2018/10/11;0;0.9;2;67;28;10;-5.9;13
50353;2018;10;12;2018/10/12;0;1;4;67;31;9.8;-5.5;15.8
50353;2018;10;13;2018/10/13;0.2;3.4;6.2;67;34;7.4;-3;16
50353;2018;10;14;2018/10/14;0.2;6.2;3.8;58;27;4.5;0.1;8.9
50353;2018;10;15;2018/10/15;3.1;7.2;1.4;70;50;0;-0.1;2.9
50353;2018;10;16;2018/10/16;0;4.3;1;53;29;9.6;-4.8;7.3
50353;2018;10;17;2018/10/17;0;1;-0.1;61;20;9.4;-9.2;11.8
50353;2018;10;18;2018/10/18;0;1.6;2.2;56;22;7.8;-7.5;13.4
50353;2018;10;19;2018/10/19;0;2.3;3.2;59;30;7.9;-1.5;11.3
50353;2018;10;20;2018/10/20;0;2.2;0.2;67;31;8.5;-5.3;10.3
50353;2018;10;21;2018/10/21;0;1.6;-0.6;68;33;5.9;-8.9;11
50353;2018;10;22;2018/10/22;0.7;1.5;3.4;77;49;0;-2.6;8.8
50353;2018;10;23;2018/10/23;1.4;2.6;6.6;83;64;0;1.7;9.7
50353;2018;10;24;2018/10/24;0;3.6;3.8;57;36;3.8;1.3;6.9
50353;2018;10;25;2018/10/25;0;2.1;0.5;55;29;8.2;-5;7.7
50353;2018;10;26;2018/10/26;19.6;5.9;-0.9;85;50;0;-2.1;1
50353;2018;10;27;2018/10/27;7.1;7.9;-2.5;83;78;0;-3;-0.8
50353;2018;10;28;2018/10/28;4.3;8.6;-1.1;85;79;0;-3.1;1.1
50353;2018;10;29;2018/10/29;1.3;6.4;1.4;71;52;2.8;0.1;4.1
50353;2018;10;30;2018/10/30;0;2.3;-1.9;65;40;2;-8.2;4.1
50353;2018;10;31;2018/10/31;0;0.7;-2.6;68;38;8.7;-10.2;7
50353;2018;11;1;2018/11/1;0;0.5;-5;77;38;8.3;-12.9;7.5
50353;2018;11;2;2018/11/2;0;2.5;1.2;65;38;7.3;-8.9;8.8
50353;2018;11;3;2018/11/3;0;4.9;-3.2;50;31;0.7;-8.8;2.9
50353;2018;11;4;2018/11/4;0;2.3;-11.1;50;30;8;-17.9;-4.6
50353;2018;11;5;2018/11/5;0;1.6;-12.8;63;34;7.9;-22.5;-3.2
50353;2018;11;6;2018/11/6;0;2.1;-10.6;64;39;7.1;-18.5;-1.1
50353;2018;11;7;2018/11/7;0;2.1;-9.2;66;36;7.4;-19.3;0.6
50353;2018;11;8;2018/11/8;0;1.4;-7.4;72;50;7;-11;-0.8
50353;2018;11;9;2018/11/9;0;3.3;-9.2;73;62;0;-16.4;-4
50353;2018;11;10;2018/11/10;0;5.1;-3.9;61;52;2.5;-6.6;-1.9
50353;2018;11;11;2018/11/11;0;3;-2.4;61;55;0;-5.3;-0.5
50353;2018;11;12;2018/11/12;0;1.8;-2.9;69;53;1.8;-8;1.8
50353;2018;11;13;2018/11/13;0;0.9;-11.2;77;59;7.3;-15.5;-2.7
50353;2018;11;14;2018/11/14;0.5;2.9;-7.3;75;55;2.7;-16.2;0.4
50353;2018;11;15;2018/11/15;0;2.6;-10.6;60;41;7.6;-16.7;-0.9
50353;2018;11;16;2018/11/16;0;1.2;-17;54;28;7.4;-22.7;-9.3
50353;2018;11;17;2018/11/17;0;1.2;-18.7;63;39;6.7;-26.3;-8.6
50353;2018;11;18;2018/11/18;0.4;1.6;-15.9;70;52;4.8;-22;-10.6
50353;2018;11;19;2018/11/19;0.7;3.5;-16.5;68;48;4.7;-23.7;-11.2
50353;2018;11;20;2018/11/20;0;1.9;-24.5;60;38;7.2;-31.2;-15.7
50353;2018;11;21;2018/11/21;0;1.1;-27.4;61;50;7.5;-33.7;-19.8
50353;2018;11;22;2018/11/22;0;1.6;-25;57;32;7.1;-32;-14.2
50353;2018;11;23;2018/11/23;0;1.3;-24.7;61;44;6.4;-31;-18.7
50353;2018;11;24;2018/11/24;0;1.1;-23.7;65;53;6;-26.9;-17
50353;2018;11;25;2018/11/25;0.2;1.3;-21.3;68;55;5.3;-27.5;-14.5
50353;2018;11;26;2018/11/26;2.3;2.5;-12;75;68;0;-16.2;-8.7
50353;2018;11;27;2018/11/27;0.1;2.7;-17.6;64;53;4.9;-25.7;-13.2
50353;2018;11;28;2018/11/28;0.2;2.6;-22.5;63;47;6.8;-28.3;-16.7
50353;2018;11;29;2018/11/29;0;0.6;-27.5;64;54;6.3;-32.5;-20.6
50353;2018;11;30;2018/11/30;0;1;-30.2;64;57;6;-34.8;-23.5
50353;2018;12;1;2018/12/1;0;2;-23.1;62;55;0;-34.4;-13.5
50353;2018;12;2;2018/12/2;0;2.4;-18;70;60;4.9;-21;-12.2
50353;2018;12;3;2018/12/3;0;2.8;-16.7;60;33;5;-24;-11
50353;2018;12;4;2018/12/4;0;1.9;-28.2;55;36;6.3;-34.5;-22.1
50353;2018;12;5;2018/12/5;0;2.9;-30.5;47;32;6.2;-36.4;-24.4
50353;2018;12;6;2018/12/6;0;2.3;-29.3;50;40;5.4;-37.5;-23.6
50353;2018;12;7;2018/12/7;0;4.2;-24.6;41;35;3.1;-28.1;-21.5
50353;2018;12;8;2018/12/8;0;2.4;-23.9;52;41;5.2;-26.4;-18.8
50353;2018;12;9;2018/12/9;0;1.2;-24.8;61;51;0;-33.4;-17.5
50353;2018;12;10;2018/12/10;0;0.8;-28.8;63;54;5.7;-33.2;-20.1
50353;2018;12;11;2018/12/11;0;0.7;-30.9;62;55;6.3;-34.8;-23.4
50353;2018;12;12;2018/12/12;0;0.6;-32.7;60;53;5.7;-36.5;-26.3
50353;2018;12;13;2018/12/13;0;0.4;-33;61;54;5.6;-37;-26.5
50353;2018;12;14;2018/12/14;0;0.9;-29.5;62;50;5.4;-34.5;-20.5
50353;2018;12;15;2018/12/15;0;1.4;-24.8;64;61;2.8;-30.5;-18.8
50353;2018;12;16;2018/12/16;0;1;-26.6;63;54;5.5;-31.3;-21.2
50353;2018;12;17;2018/12/17;0.1;1.1;-29.9;63;54;5.1;-33.4;-24.4
50353;2018;12;18;2018/12/18;0;1.1;-30.9;68;61;3.9;-38.9;-20.5
50353;2018;12;19;2018/12/19;0;1;-27.1;63;31;6.2;-35.3;-14.5
50353;2018;12;20;2018/12/20;0;0.7;-28.6;66;52;5.9;-32.7;-21.5
50353;2018;12;21;2018/12/21;0;0.9;-26.8;68;64;0;-31.5;-21.9
50353;2018;12;22;2018/12/22;0.5;1.5;-21.9;70;64;0;-29.1;-17.4
50353;2018;12;23;2018/12/23;0;5.1;-20;57;35;5.9;-28.6;-15.3
50353;2018;12;24;2018/12/24;0;1.2;-30.2;65;45;5.7;-35;-21.9
50353;2018;12;25;2018/12/25;0.2;3.7;-24.6;61;55;0;-32.6;-22.2
